text,sentiment
"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us",pos
@ryanstar http://twitpic.com/6ub7v - Great view ,pos
mmm taco doritos=heaven in my mouth ,pos
@MandyyJirouxx morning already ,neg
"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3",pos
http://twitpic.com/8cwzd - the swimming pool of our hotel... that makes me dream of summer... in Vienna we have so far no summer ,neg
"Plans for today: Lunch with my darling Leila, getting my hair cut... Ok, that's the good part ",pos
@cocababy202 hahaha it washed all the sick off of me. ,pos
@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped ,neg
Issue of Echelon?..Are they behind some Botnets also? ..you can watch...http://tinyurl.com/c8dns8  ah..but dont think like that ,pos
"@IsadoraR hooray for your english being done , but we are screwed for everything else ",neg
No 12-hour coma today. I had a nightmare that shook me awake. ,neg
@SenseiRAM We missed you ,pos
"@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. ",pos
3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. ,neg
#goodsex get the itus ,pos
Watching ''The Cleaner'' &amp; taking care of wifey. She's sick. ,neg
Drinking coffee ,pos
Good morning everyone in this twitter world! Bangun jam segini mulu  http://myloc.me/23fl,neg
"Atlantis &amp; Hubble current location now is above Indonesia. Wave your hand guys, wave!  #fb",pos
Another loser: i lost the game  http://tinyurl.com/cfz2lj,neg
stuck at home in Temecula for the night  someone come save me pleaseeeeee!,neg
@rhyanoutrageous thank you ,pos
@MeiNg I'll settle for The Last Lecture by Randy Pausch instead. He is inspirational. ,pos
going to bed.  i wish the hubby had more time off ,neg
David started basic Wednesday and they took his phone for who knows how long... missing his voice and his kisses ,neg
@Curiosafmmb  Dave yeah I prefer David actually!!. Yes he was Bill from Kill Bill. From what Ive hearded he had hung himslef ... ,neg
@d33pak ya...but m missing my &quot;beeryani&quot; on the weekends ,neg
so bored !  i want the Sims to hurry up and download,neg
@persef I would gladly have him back in exchange for my sandwich though ,neg
"@Boyislost Ok im gona go  but I dont want to be close with anyone atm, sry if it takes a min to reply im at work so i have to hide twitter",pos
@aeroform Naptime for me. Can't keep my eyes open. ,neg
"fed up with Windows, so Ubuntu Netbook Remix Edition is now on Kaylee ",pos
I will never like getting up at 5 am  dumb work schedule.,neg
@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!,neg
"@dougiedaydream well yes but with a trilby, red wayfarers and a vintage casio watch in tow. i thought i looked good. ",neg
@KellyOlexa it is like boxers under pants....It is to be FREE or not to BE FREE!!!! ,pos
@GoCheeksGo i tried to vote but my phone sucks and wouldn't let me ,neg
@mileycyrus voting has closed ,neg
@SashaKane - That's a great mood to be in. Do you mind if I borrow it for this week?! ,pos
@TheRealAD aw poor baby ,neg
Photo: suneoke: saddens me that sheâs taken  *tear* lol http://tumblr.com/xgo1z1owl,neg
Then - Brad Paisley ,pos
giving up on having a job this summer. Managers continue to fail to call me. Looks like its going to be a long broke year. ,neg
Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time ,neg
uni. home work ,neg
enjoying my week off...now comes the busy part... ,neg
"@BecM49 i am, thanks (: i'll put you in mine ",pos
"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo",pos
@NickHexum Please play Daisy Cutter+Jackpot+the rest of Uplifter in Atlanta. That'd be a pretty good 4th of July. ,pos
"Bank card fraud victim  $1,600 spent in 24hs. $400 at Celebrities, $400 at Richards on Richards and $800 at Safeway.",neg
has to go. bye  http://plurk.com/p/z2e6x,pos
taking a bath..and then go to the chruch!! ,pos
"not good, not good. ",neg
"@mr_billiam did you get your yabbies and your yobbos mixed up, or something?  ",pos
@peanut2468 basically i was going 2 go 2 ur casa as soon as i got my license but u wernt home so... ,pos
cold and flu tablets = EPIC FAIL. they dont even work ,neg
@TheWayIRoll I don't know where is she... but I miss her  ahah goodnight honey! n.n,neg
tired  and beleives early mornings should be illegal!,neg
"@dontforgetchaos aaah, sorry, you know i love you really!! hee hee  ;)",pos
@FredroC1469 most of the time ,pos
"Oven has been on since 3:15... that's almost 3 hours!  3 loaves (1 cinnamon bread) &amp; 2.5 batches of rolls are baked. scones, not made yet ",neg
"@Em_Love yes, and FOH played at my friends school  how unfair?",neg
man... I'll miss the JRuby on Google App Engine talk at #railsconf ,neg
friday night and no 1 to go party wit im a loner in my own country ,neg
"@Stella_Holman no, orkut? ",pos
"oh no, i need new work shoes...i broke this one! ",neg
@paulpuddifoot your pic/avatar is gone ,neg
"Ahh, I'm stuck... For my birthday I can either get a new phone (SMSNG Omnia) or I can get a Sky box in my room... HELP! Idk what to doooo ",neg
@jmaxxz sssshhhhh....I run both at work ,pos
Praying! I live like an hour away from where it happened. ,neg
at work  then back to my baby's house ,neg
going to 3 Horseshoes in Radnage for lunch with friends. Should be good! ,pos
don't want to do my maths exam tomozz  iv left school for good  why make us come back and do them ,neg
@KatiaDominos lmao yeah it is xD &amp; omg i put joe dancing to single ladies on my ipod!!! ,pos
"F to the Y to the I: I'm now home, but my stupid phone is still @ the office, so don't bother calling or texting me tonight. ",neg
@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work ,neg
I am ill  And that when it's such good weather! Oh my english is so bad ,neg
out of smokes and broke as a mothafuckerrr ,neg
Sad that @mimigee will no longer be a fixture when i go visit NYC   Good luck at school!,neg
About to Hang out with Sadey ,pos
wtf happened 2 the sun?? its all alex's fault (quote &quot;Wot wud u do if it started pissin it down?&quot;) rain sucks ,neg
"at home, restingg ",pos
U still waiting for still update! I've been sitting like a mad man all day! ,neg
We can has OS 3 update?.......no we hasn't.   (shakes head and mopes away),neg
need rest but need Michelle ,neg
@tpphotography bonkers isn't it? Pocket calculator + photocell somehow = Â£Â£Â£Â£'s I've been looking for a reasonably priced one but no joy ,neg
@PollyPocket3 do you hate us ? ,neg
my car is dead........ what am i to do  Poor bug,neg
"Sorry, that last was for @popculturezoo Doctor who geek speak ",pos
@backstreetboys Happy b-day Backstreeets!!!!Hope you go for many many moree!!Thank you for ur amazing music ,pos
@whataboutadam My sis didnt get hers either ,neg
Morning to all! Hope its a nicer day where you are compaired to here. It's going to rain all day and the next 2 days. ,neg
"@dannygokey Awww, Danny. Sorry I'm late!  Who wouldn't accept the offer to teach you uploading?",pos
@RoseZag She's writing a book! It's good so far ,pos
@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.,pos
@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo,pos
Wondering if I should take K to the release of Transformers 2 tomorrow. I hate crowds ,neg
"Only problem was lack of sauce The sauce is awesome, but not enough ",neg
"@divestoclimb It lets me through, but then gives a &quot;Sorry, no exact matches were found, but other tickets may still be available.&quot; error ",neg
@Lifehigh83 I requested you. ,pos
Having a well-deserved Guinness ,pos
I can NOT believe my baby girl is 3!! I know I'm  lame b/c I'm actually sad about this!!I don't want her to grow up boo hoo ,neg
"@giloi2009 Yeah I got excited by seeing that changelog, then was bitterly disappointed there's no push notifications for Facebook ",neg
Everybody's laughing at my neon day-glow argyle socks. ,neg
@bowwow614 In your option i have to take tha nice guy ,pos
sunny morning ,pos
"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! ",pos
hates smart-arse rookie cops on power trips who pull you over and issue $189 fines ,neg
@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise ,pos
"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done ",pos
i am so bored!!  well lets see i am writing my spanish paper and guess wht! schools over  FML!,neg
woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!,pos
@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby ,pos
No mini vacations for the moment  Starting a week with different / many things to do. Thank you God,neg
i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible ,neg
@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about ,pos
 well maybe next time my dreams with come true,neg
"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;",pos
@regalaffair hey you are up early ,pos
@BevClement I don't think we talk much about Banks these days - not quite as respected as they once were ,pos
"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again ",pos
i've watched titanic hundreds of times but leo dying still gets me every time. ,neg
@nickasaur hey nick  how are youu? x,pos
"Just edited about a million photos of cats, none of them for lolz. ",neg
"G'night,  I'll try to get on tomorrow! ",pos
Good Morning Everyone... grinding the beans to make coconut macroon coffee anyone for a cup ,pos
@emzsy I've come down with something. Had to come home from work.  feel shit. xox,neg
"It's brain-fried deadline time.  Dazed, unfocused, a bit of an out-of-body experience.  21 years ago, I would have paid to feel this way. ",pos
im like really bored. staring at my arms..the autographs are on my hands are kinda fading away. but the arm parts r still der ,pos
@yelyahwilliams why is franklin so sad?  everytime i hear it for some reason it makes me think of good times but im on the verge of cryin,neg
Not looking forward to work AT ALL today. ,neg
@SongzYuuup Heyyyy Trey! That's wassup! Take it over! Lol Have a good day in the VA ,pos
@spencerpratt Congrats on the wedding  I'm glad you waited to have a nice traditional wedding!!,pos
"@dbdc We should be confident, especially with our home form. King Is a big miss though, but I've got lots of faith in Dawson. COYS! ",pos
@Bran2110 eat a frosty for me ,pos
"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials.",pos
just found out that the Boston Celtics lost to the Orlando Magic!! FUCK FUCK!! What a way to start the working week ,neg
Feels partly responsible about the trouble in Iran cos his avatar STILL isn't green. ,neg
@radna  is jesus christ also tweeting I wonder?,pos
@TVdotcomAU Don't forget to watch @newinventors too! ,pos
Sittin on a train platform waitin for a train. Quite possibly hav just failed another test ,neg
"Slightly better version. Posted the wrong one earlier. Sky is still blown out, sadly  Love the shot tho http://yfrog.com/7grxqj",neg
were the ones who made you  x,pos
FINALLY won a game of Settlers Of Catan. Also booked restaurant for birthday dinner. Life is good ,pos
"is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand ",neg
@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,pos
@Nassira yep.yep. day job is kicking my butt at the moment. ,neg
Together with michael. We just decided to cook some breakfast together. ,pos
@MissCaseyB I know what you mean  rain sucks...,neg
*sigh* more boring history to do ,neg
@AIIisonIraheta What's up!? You rock! ,pos
uploading photos from photoshoooot  guitarist is uber persistant..they're coming!,pos
today was just SPLENDID!!! ,pos
major focus issues in rehearsal today-wish i was outside so bad  cant wait to bbq hope 2nite !! come on 6 o'clock get here already,neg
in Rome and it's raining ,neg
Foiled again! Being dragged out by parents at a moments notice. I want to draw! ,neg
I wish I could sleep ,neg
@_Enigma__ I say stick to your guns...it will drive the women crazy. ,pos
@LeahJKelly  that sucks.,neg
@dreamergirl17 no  wayyy to much hw I gotta finish first. And it's way cold out!,neg
@markmejia and @albertposis just made my day  luvv deemmm!!! haha,pos
@MothersAnthem I have a request! Play Structure of a Heart tonite please ,pos
"i mean, i thought i was supposed to be like, excited and happy at this point, not stressed ",neg
@mosesma You strike again with your article on twiter !   http://bit.ly/Ob9HA,pos
is so tired from my workout..plus.. waiting to get some work soo bad.. UGH&gt;. i hate not having any money .. so much outcome and no income ,neg
"@brandonwalowitz Aww... I hope you change your mind about Twitter. If you ever do, I'll be here reading. ",pos
http://digg.com/d1twJ0 sad  i was rootin' for her!,neg
@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me ,pos
"I just finished following some people. Gah, I'm so tired. Goodnight Tweetpeople. ",pos
"@jack_herer  Hahahaha, what snow??? Still nothing  ",neg
@dages58 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,pos
@EdMunster I know don't remind me  ha,neg
@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. ,pos
"@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!",pos
"@sakurajewellery yeah, it's awful  he woke up doing this little cry'y mewing sound this morning, half asleep  How are you today Hun? X",neg
We're watching Magic game at home... Hopefully they win so we could go to Orlando for Final  miss Orlando very much...,pos
I don't want my sister to go back ,neg
Feeelin Pretty Shitty. All She Had to Do Was Txt me once to remind me why i fell For Her. Why Must She Fuck With me like This ,neg
I miss my Brandon ,neg
Off to class! ,neg
this is embarrassing who wants to set up texting via phone for me cuz i can't ,neg
"@vysh_doss Good stuff, ain't it? Yeah, you told me about Aamir. And you already know what Rendang is like reheated. ",pos
"@Dj_Phat awwwwwwwwww, that's how ur doin me now?? lol makin fun of my spelling??  i'ma beat u up when i see u! lol",neg
@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! ,pos
@xxkamm oh man you hardass  x3,pos
Lazy day. Can't wait for maneater tonight. The book was awesome! ,pos
"I can finally go to bed now that I know who gets the gold logie,  im disappointed it wasn't rove though  ",neg
"@MSPMike Okay Mike, you have great photos, but can you take them right-side-up?  I'm getting a neck crick!  ",pos
seems like a nice day-guess it's off to the park with my lil man ,pos
@mattsmind that's cause they are. I adopted them when my pup got into the nest &amp; ate the others. ,neg
Not feeling it today ,neg
@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well ,pos
"@TeachJoanne you deserve it.. enjoy.  the fact that you didn't break a nail gives you some superhero status, btw. *smooch*",pos
ahh computer class with tori and geena  watching TH HANGOVER later with torii ,pos
@BrianLimond ta. we're not all racists ,neg
@JaneYee isnt traffic fantastic &lt;insert sarcasm&gt; ,pos
GAMING UP A STORM TODAY! ,pos
iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks ,pos
@IndyAmanda Sounds possible  It even looks so confusing u dont wanna try! I have to use it at school and I always mess up everything,pos
wow i never thought i would have 30 followers. thanks! ,pos
@souljaboytellem I would have to agree with you on that ,pos
God I wish I was still in America ,neg
God damn why does my knee hurt? ,neg
"I heard plants can twitter, too. My little acorn-tree &quot;yusuf&quot; would cough if he could. He's really ill. ",neg
@wreckdagaffey very Cruella Deville of you ,pos
"http://twitpic.com/7rish - i miss wearin' that jacket... i love the fur, i miss it ",neg
"went to the Blue Room, saw a bunch of awesome sea turtles and ate a huge fish eye with Justin and Sayer  I love family camp!",pos
My better half is tending to the balcony jungle...She's planting herbs ,pos
@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them ,pos
Awww it all worked out in the end ,pos
@getmerohit poor sutil.... tried to hard to maintain his position ,neg
lets blow stuff up ,pos
Church Sign:  Heavenly forecast - reign forever!  ,pos
@tephanyanne That's good. How are you feeling? ,pos
@lolhayley ah i see well i rekon we must be annoying aidan with our twitter whore antics :L cant find anything to watch on tv ,neg
@veronicasmusic Yessss UK soon! I have been waiting for years! Come to Scotland ,pos
@jamieerinw I'm a horrible person and still haven't posted your letter ,neg
"@Newy_ShortStack Hahai was gonna say xD shes absolutely everywhere, its hard not to have atleast heard of her. shes great ay? ",pos
uhhggghhhh....sick is not my idea of summer fun ,neg
@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part ,pos
@everydaystrange very exciting stuff! I'm taking my mum to get one for her birthday this year. She's gonna be 60 ,pos
im so sorry you guys! i've been shooting on the lake all week and my phone had a tragic accident! it went to the bottom of Havasu ,neg
@gipsy_dreamer I wish you luck! *hug* You can do it! ,pos
@TomFelton so will i  TEAM DRACO !!!! whoooh.,neg
@Gioiaa why do i never know when there's a new chapter  remind me tomorrow please! no time now ,neg
@PHAROUT85 just looked it up. the construction was funded by NY municipal bonds which will be repaid by the mets... ,neg
"@tweenkle77 @aileen2u2 @WTFJAY @meghanwood @MisterNoodle according to tweetdeck, I am my only friend ",neg
Lions lost against South Africa 2day...  but we gave them a good match next time we will win ! xxx,neg
"auchh, drop by 1  (23)sulumitsretsambew-id.com",neg
is in love with Mr Darcy but he's already got a gf. huhu.  le sigh.,neg
Home from Wal-Mart. Groceries were somehow cheaper this week...and I'm so not complaining ,pos
@kindstrangers GRACE! we better go see patrick wolf next year. im still super sad we missed the concert. ,neg
@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? ,pos
"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)",pos
"gonna watch the MTV awards, too bad I'm not there! ",neg
I adore the mornings when I bawl for hours because I feel so hideous.  Say one effing thing about inner beauty and I'm unfollowing you.,neg
"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute ",neg
"@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! ",pos
@euphrosyna reality is always shocking. . . ,neg
@KalebNation my name is Ashley ,pos
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,neg
Nooo we leave in 2 hours ,neg
@mumalot I corrected myself ,neg
shout to the homie @stepheezy for the #ff love. even though she's too cool to follow me ,neg
Helping out @ Corner Stone tonight ,pos
sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do ,pos
@pjmaybe looking forward to inFamous. 'been trying to get through Mass Effect but I have a feeling it wont get a lookin' soon ,pos
Exams soon ! ,neg
listening to eagles call on Catalina Island...they are almost ready to fledge ,neg
@misshelen20 now I seem to have no pic at all ,neg
Must now learn english for testpaper tomorrow. BÃ¤Ã¤Ã¤Ã¤hhh  I have wrote Autumn Reeser an email!!!!! Hope she answer me......,neg
@likestarlight I like this icon. Your eyes are awesome in it ,pos
&quot;There's a stick thats gonna kill me!&quot; -Emily ,pos
@kyuhyunnie Less games?  Aww...That must be hard for you...,neg
"wake up in Paris, but it's grey ..  need more sun !!",neg
"@aalikesness No doubt, let's make it happen - hit me at fuseboxradio@gmail.com! ",pos
@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana ,pos
@cinemabizarre http://twitpic.com/3tl66 - aww kiro got cut off ,neg
@PerfectEnigma . . . from the frig. . .but im sure i could have just went and told you that in person.   lol,pos
I'm out... *kicks Twitter*  ,neg
"@integratedmom R family enjoyed the travel ovr thr, FlagStaff AZ, &amp; the 2 wonders of the world!  They say many r moving thr from CA.",pos
"omg, telkomsel BIS is down again! again!!!  thinking of changing provider ",neg
most def   hey mr.jackson !,neg
"@MolotovCupcake What type of dog is it? I tried to name my dog (half chow, half lab) Moogle years ago but that got vetoed ",neg
i have the flu. ,neg
still cant sleep    i think im hungry....lol,neg
I'm so glad I got to sleep in  Prom was incredible! ,pos
"baking &amp; packinggg, then cristinas staying with me tonight as usualllll, PITTSBURGH in the AM to see my giiiiirlllfriends ",pos
well just had a minni thunder storm   so scary ok not that scary but hey,neg
"@Jotebro yw, keep the good stuff flowing ",pos
&quot;You're so indecisive. Or decisive. I can't decide.&quot; ,pos
day trip to Neuchatel ,pos
Today's a big day ,pos
"@neilhimself  The weird Coraline cover is the result of CMYK images sent on a RGB way, so it all weirds out.  Just open with Photoshop ",pos
"time for a tanning session outside, then shower, then PROM! so excited ",pos
"Well, let's not forget the manaction. Then it's more like 55 minutes. The man action was alright. 6 out of 10, I've seen better ",pos
@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed ,pos
i didnt read cuz i felt to yucky so i had a yogut and that just made made me feel more yucky..damn teeth  and now i dont know what to eat,neg
"@pythons it's a PT cruiser, sort of named itself  sad but moving on to custom skate. Might call it Rolly :p",pos
since I'm all over the map now - Bryan Ferry covering one of my fave Dylan songs  â« http://blip.fm/~7r7ih,pos
VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-),pos
@BearTwinsMom thanks sweetie! ,pos
@pogue  I was making a play on the term &quot;virtual seminar&quot;,pos
morning tweeple. London is awash with precipitation. ,neg
"still with my mother, i wanna go homee ",neg
@allieraebot r u feeling better? i really hope so..  im sad u were sick...,neg
just stepped on un chicharrone....crumbs ,neg
@JackysPoodle Bless your heart - you're such a good liar and my fragile ego is so thankful   haha! x,pos
"@babygirlparis hope you have a great weekend,Paris ",pos
"aww, man...oh, well - had to work friday anyway ",neg
beach trip and a show ,pos
@TessaDare  LOL. Mine is 6 and I know yours are younger and you have 2. Hopefully I'll hit that time before you. ,pos
@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream,pos
And it is coming soon ,pos
"aw so sweet froz yogey on a frozenass day. . .@Shaboobie &amp; @suupkamo, yall wanna get scooped up? bamfs minus you 2 righ now! ",neg
Off to bed.  Goodnight ,pos
"I wish there was a forest trail right outside my house where I could walk, hike, bike, and explore! Buuuut I don't. ",neg
"great night ... drinking beer and watching signs , and i'm HOME ALONE , it's 11:38pm and pitch black outside.... ",neg
 An effin lightening scared the sh*t out of me!,neg
@BambuDePistola Don't worry. They are fresh outta bootcamp and I got me a war vet - there's no comparison ,pos
why did ian leave the cab ,neg
sitting -- feet are in pain  from concert..but it was worth it,neg
@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that ,pos
"would love some sleep, but no, can't afford it ",neg
Final exams are over!!!!! All we need to do now is relax and chill ,pos
Playin around online  Colds definately do suck !!! Annoyed and about to get up n make lunch,neg
iranian election much more interesting than transcendental idealism ,neg
@bobbi10100 of course i do  xxx,pos
didn't dare to go in my own room for like 15 minutes just because a freaky lizard was on the blinds. GAHH!! WIMP!!! ,neg
@qillerm flip your flip flops then ,pos
@holyghost_girl: @2pach?! Well you let him be your bffl  ,neg
"@barefoot_exec @MariSmith Wow, you two passing in the skies over Chicago....certainly a rainbow will appear....or a bolt of lightening! ",pos
Just got home ... (from school)... bunch of homeworks again... ,neg
"Is not going to San Antonio this time  However, will get to Houston sooner than planned",neg
is at lunch and time to catch up with things on the social media front... Wednesday work day almost over ,pos
@dungodung I'm all ears ,pos
@kerstyn_smith Aw. Love that song. ,pos
"http://twitpic.com/5dd11 - @DavidT2006 here's a shot of me baps, they don't taste as nice as I thought they would ",neg
Rainy day blues.... Wish I wasn't enrolled again at school...  &quot;walang pasok bukas!!!!&quot;,neg
awake messing around on the computer. gotta work in about an hour ,neg
@demib hopefully they are just followers rather than stalkers ,pos
@thekhris you're probably not but you're only one I know that dances in there undies on twitter LOL ,pos
@shabzcohelp can I have it ,pos
About to see Up 3d! ,pos
What a yucky day  needs to snuggle again...but ur nowhere near  &lt;3,neg
@susiebubble Your emails are not working it seems  x,neg
@Wossy Woo! Love Hugh Laurie! Have to be watchin the show this week ,pos
So it's official. @TerribleD_UOE hates me because of my gay jokes. My good mood is gone. SAAAAAAAAD ,neg
"Overly emotional, tired, and I have a headache. ",neg
"I'm hungry.  I'll eat noodles and nothing but noodles, is that bad?",neg
@ceo08 by switching off tweetdeck and using twhirl ,pos
@AIMEELILY Hey i just want to say that i think you are an amazing performer and thankyou for inspiring me ,pos
Rachel over  stayed last night  out to the park again today ,pos
"@MissGC : You should!! It's highly recommended!! XD Oh, some people said that @BrianEHanerJr was an impostor ",neg
"@alexakim LOL... my bad, accidentally deleted it on my work PC, can't get it back til this evening  bad pic anyhow",neg
My hurt just started again inside  thinking about everything makes me wanna go rawr!,neg
"@tooclevername to those with hammers, everything looks like a nail!  ",pos
@FireMom Taco Pie sounds kind of heavenly ,pos
@shezzitta thanks for the links to back to life - looking into it right now ,pos
@maych88 : here in Bangalore also ,neg
mourning because i can never share moose tracks with my best friend ,neg
I'm trying to show @chrispirillo how awesome Woopra is! Help me by going to http://www.geekbrief.tv right now! Thanks!! ,pos
"THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME",pos
@djksly what no daily quote?  was lookin fwd to it mami,neg
@carloslamona I do too and I miss that. Phone date this week ,pos
@sociaIIyawkward  Hey lady!  How is your day!  I say little makeup!  I dont like to wear a lot unless I have too!  ,pos
@FreddysFingers there's just no place for a little Ninja Bunny in Campbell ,neg
"i saw an extremely big insect and when i wanna hit it, it's gone! ",neg
cant wait till westlife cum back am missing them soo soo much  x,neg
@racingleager thanks for the article on danica ,pos
"Checkin out Tropic Thunder and eatin Corn Pops...oh yeah, its a good nite ",pos
Hate it when I find the perfect pair of jeans online only to find that they are $178!!!  makes me sad. Hello! Skinny Jeans are so perfect.,neg
@Edomed hahahahahha...this one is best  hahaha...hope ur doing ok take care,pos
Just cleaned my room ,pos
"I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty ",neg
It feel so good when doing something you like is working  (and making money),pos
"@JamesDeen you mean she didn't get you chocolate ice cream, or like...chocolate chip? solves the ice cream &amp; chocolate need ",pos
@tylerhilton Thinking about coming to Sweden? ,pos
@GeoffLloyd i've a big crush on her! Find out if her fan's broken for me ,pos
going to be live blogging the #freshnet session over here -  http://twurl.nl/ynxqkj - hit refresh every now &amp; again ,pos
@LadyOfDnB so i just got updated with the js blogspot thing... thats so retarded ,neg
I have plans for today and friday wiff val n charweee ,pos
good morning babiesss. i don't feel like straightening my hair that takes 45 min. ,neg
@davewhittle and by the look of the fog... you won't be coming any time soon! ,neg
"I miss Jordy Wordy  ew, its father's day.",neg
online marketing Mission Statement or something like that  | psykoid.com http://bit.ly/TV22r,pos
Kinda cold to be laying out poolside ,neg
@mileycyrus you can miss out SCOTLAND on your UK tour ,neg
"i feel bad for my brother... he graduated high school yesterday, but both my parents are here in egypt with me. he was all alone ",neg
redeorating my restaurant ,pos
Stupid phone got retarded today and now so sad over lost pictures. Bye bye past few weeks... ,neg
"happy, sad, excited, nervous, is there a specific name for it other than complicated? huh? oh yea, GRADUATION! ",pos
@yunglarry LARRYYYYYY YOU NEVER RESPOND    HAHAHAHAHAHAHAHA,neg
says good evening plurkess!!! http://tinyurl.com/deg3ve http://plurk.com/p/swfzh,pos
"rode the edge of the storm home, some hail, but as soon as I got through the door, the skys have opened, off to walk the dog in a storm ",pos
"@simplyamee  that's pretty bummy....  your app was in first, so why don't they push another pup to them?",neg
"teary-eyed, hoping my cousin will find the strength to stay alive from cancer.. ",neg
&quot;God only gives us 1 life - don't waste it on a loser.&quot;  ,pos
just played uno and im tired but I dont wanna go to bed ,neg
laying down with a horrible headache ,neg
"@PinkBerryGirl yes very true! the food was awesome  got my jumbo onion rings check my twitpic for a pic of them, lol &amp; philly cheesesteak!",pos
getting to roll out on his 255/70/16's yeaah im a white rapper ,pos
"@JasonSco good morning jason! yeah, ME TOO! i went to bed @ 1AM and get up @ 6AM. i'm very tired too  still have a long day ahead tho lol",neg
@catts me too ,neg
"omg. I haven't been on here in ages  Well, I'm starting to come back slowly but surely. ;3",neg
"I hate old RM cases, one just bit me ",neg
"Congrats @ashleytisdale!  @mileycyrus youll win for Last Song eventually, girl, dont worry!",pos
@darker_artic yeah...maybe one day it will pay off.  have a nice day,pos
@lenier you still giving it to the blues tonight tho? i reckon first try decides the game  #origin,pos
oh yay torchwood has gone up to 20% its so slow ,neg
"@chadxhatred that sounds so redneck. then again, you ARE from kansas! hahaha ",pos
@AlanCarr lookin forward to chattyman. the book was well  funny!   x,pos
yessss @Jonasbrothers have done a video for Fly With Me ,pos
"hungry,tired,yet in a great mood! ",pos
"New tegan &amp; sara video, ROFL! Genius  How is everyone this...not so fine saturday?",pos
"At Meg's, Neck Ache From Plugged  xxx",neg
I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline. ,neg
"@danspace Missy Higgins? Ugh, call the police! ",pos
@jamshedwadia want to shave your head?? ,pos
